number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge;distance
2;47.0;9;9;2530000.0;косметический;раздельный;лоджия;1984;1;1;панельный;р-н Орджоникидзевский;улица Маршала Толбухина, 6;0;11480.668440726557
3;79.0;16;8;6800000.0;косметический;раздельный;лоджия;2008;1;0;панельный;р-н Свердловский;улица Камчатовская, 18;1;1321.3997643127595
3;82.0;5;2;4000000.0;косметический;раздельный;лоджия;1997;1;0;кирпичный;р-н Ленинский;Комсомольский проспект, 38А;0;1191.369214567671
2;43.0;5;5;2600000.0;косметический;совмещенный;нет;1962;0;0;кирпичный;р-н Индустриальный;улица Комбайнёров, 26;0;4313.525139453266
2;59.0;18;16;6900000.0;дизайнерский;совмещенный;балкон;2013;2;0;монолитный;р-н Свердловский;улица Белинского, 31;1;2814.7818377203175
3;68.0;10;8;6950000.0;дизайнерский;раздельный;лоджия;2010;0;1;кирпичный;р-н Мотовилихинский;улица Пономарёва, 75;1;647.9225160410002
1;14.0;9;9;1350000.0;косметический;совмещенный;нет;1983;1;1;панельный;р-н Свердловский;улица Вижайская, 24;0;5132.8322550219955
1;44.0;16;13;4050000.0;евро;совмещенный;лоджия;2008;1;0;монолитный;р-н Мотовилихинский;улица Красновишерская, 35;1;3012.642410063654
3;61.0;9;9;4200000.0;косметический;раздельный;лоджия;1977;1;1;панельный;р-н Свердловский;улица Николая Островского, 70;0;2827.9975212074737
2;44.0;5;3;2700000.0;косметический;совмещенный;нет;1965;0;0;кирпичный;р-н Индустриальный;улица Мира, 118;0;5596.075683312964
4;83.0;16;11;6700000.0;дизайнерский;совмещенный;лоджия;2006;1;1;панельный;р-н Мотовилихинский;улица Пушкарская, 100;1;4534.634077385381
3;73.0;16;10;5600000.0;евро;раздельный;лоджия;1993;1;1;панельный;р-н Индустриальный;улица Мира, 33;1;3914.0666035565187
3;55.0;5;3;3100000.0;требует ремонта;совмещенный;балкон;1959;0;0;кирпичный;р-н Индустриальный;улица Баумана, 8;0;2996.3733322514386
2;61.0;11;4;5100000.0;косметический;раздельный;лоджия;2003;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 9;1;4722.991694229498
2;55.0;14;5;3900000.0;косметический;раздельный;лоджия;1981;2;1;кирпичный;р-н Дзержинский;улица Плеханова, 63А;1;1663.0681098936075
1;47.0;17;10;2950000.0;евро;совмещенный;лоджия;2008;1;1;монолитный;р-н Орджоникидзевский;улица Янаульская, 34;1;10643.26065915514
1;31.0;9;6;3000000.0;косметический;совмещенный;балкон;2021;1;0;монолитный;р-н Мотовилихинский;улица Сапфирная, 12;1;6272.426516405696
2;37.0;5;5;2200000.0;косметический;совмещенный;балкон;1969;0;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 78;0;15580.424201327318
3;105.0;13;3;8500000.0;косметический;совмещенный;лоджия;1999;1;0;кирпичный;р-н Ленинский;улица Екатерининская, 24;1;2158.3724332994725
3;58.0;9;9;4000000.0;требует ремонта;совмещенный;балкон;1977;1;1;панельный;р-н Дзержинский;улица Комиссара Пожарского, 12;0;4402.971719049354
2;44.0;5;5;3100000.0;косметический;совмещенный;балкон;1962;0;0;кирпичный;р-н Индустриальный;улица Мира, 107;0;5951.181905955765
1;31.0;5;5;1400000.0;косметический;совмещенный;балкон;1978;0;0;кирпичный;р-н Орджоникидзевский;улица Генерала Черняховского, 82;0;13642.227220105824
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0;5521.661083185583
2;52.0;5;2;3350000.0;косметический;раздельный;лоджия;1990;0;0;кирпичный;р-н Кировский;улица 5-я, ул.,;0;7063.580244125602
3;68.0;10;1;4100000.0;косметический;раздельный;лоджия;2000;1;1;панельный;р-н Дзержинский;улица Докучаева, 44;0;5441.5965241007025
3;72.0;19;8;6900000.0;дизайнерский;совмещенный;лоджия;2014;2;0;монолитный;р-н Дзержинский;улица Рабочая, 9А;1;2300.0089651915996
2;64.0;15;9;5500000.0;косметический;совмещенный;лоджия;2011;2;1;кирпичный;р-н Индустриальный;улица Качалова, 10;1;4796.555445336281
4;61.0;5;4;3310000.0;косметический;раздельный;балкон;1966;0;0;панельный;р-н Мотовилихинский;улица Старцева, 35;0;647.9225160410002
1;29.0;9;5;2500000.0;косметический;совмещенный;балкон;1980;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 21;0;2510.0357180105275
4;135.0;16;3;8130000.0;требует ремонта;несколько;лоджия;2005;1;0;кирпичный;р-н Дзержинский;улица Татьяны Барамзиной, 42/2;1;2881.2700443135273
1;34.0;9;2;2400000.0;косметический;раздельный;лоджия;1987;1;0;панельный;р-н Кировский;улица Кировоградская, 8;0;16508.819649054596
3;61.0;9;4;2900000.0;требует ремонта;раздельный;лоджия;1980;1;1;панельный;р-н Орджоникидзевский;улица Академика Веденеева, 92;0;14103.203398821895
2;60.0;17;5;3300000.0;евро;совмещенный;лоджия;2009;1;1;панельный;р-н Орджоникидзевский;улица Делегатская, 45;0;17339.964813715196
4;107.0;17;10;10100000.0;косметический;несколько;лоджия;2012;1;0;монолитный;р-н Мотовилихинский;улица Макаренко, 14А;1;4440.049890160923
1;37.0;16;14;2700000.0;косметический;совмещенный;балкон;2012;1;0;кирпичный;р-н Дзержинский;улица Хабаровская, 66;1;9170.7245306301
3;68.0;10;7;4900000.0;евро;совмещенный;лоджия;1985;1;1;панельный;р-н Дзержинский;Парковый проспект, 5;0;4944.718734512682
3;88.0;15;3;5999000.0;косметический;раздельный;лоджия;1995;1;1;кирпичный;р-н Индустриальный;шоссе Космонавтов, 181А;0;4741.719272670222
3;63.0;10;10;4600000.0;евро;совмещенный;лоджия;2000;1;1;кирпичный;р-н Дзержинский;улица Костычева, 18;0;6853.637545745797
3;90.0;13;7;7800000.0;дизайнерский;совмещенный;балкон;2004;1;0;кирпичный;р-н Дзержинский;улица Малкова, 26;1;2217.6749667551653
1;37.0;16;10;3800000.0;косметический;раздельный;лоджия;2013;1;1;панельный;р-н Дзержинский;улица Докучаева, 40А;0;5607.543929960745
1;31.0;6;5;2800000.0;дизайнерский;совмещенный;лоджия;2021;2;0;монолитный;р-н Свердловский;улица Лукоянова, 31;1;5612.100706933881
1;43.0;16;9;4200000.0;косметический;раздельный;балкон;2011;1;0;кирпичный;р-н Мотовилихинский;улица Веры Фигнер, 2;1;4119.312659094321
1;20.0;26;8;2350000.0;евро;совмещенный;лоджия;2021;1;0;монолитный;р-н Кировский;улица Буксирная, 10;1;11438.17466002151
